;2001;2002;2003;2006;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2020;2021;2023
eclectic;9.583333333333334;11.041666666666666;7.083333333333333;13.416666666666666;11.333333333333334;12.166666666666666;12.166666666666666;12.166666666666666;11.333333333333334;11.333333333333334;11.333333333333334;10.083333333333334;10.083333333333332;8.333333333333334;10.083333333333334;9.583333333333334;9.583333333333334
existential;4.583333333333334;7.708333333333334;4.666666666666667;3.125;8.125;8.125;8.125;8.75;8.75;8.75;11.25;11.25;11.25;12.083333333333334;5.208333333333334;3.9583333333333335;3.9583333333333335
atmospheric;3.0;5.208333333333334;3.8333333333333335;4.458333333333334;8.0;8.0;8.0;8.0;9.25;9.25;9.25;10.5;11.125;11.125;12.583333333333334;14.666666666666666;16.333333333333336
tbd;15.0;5.0;5.0;0.0;2.5;0.0;0.0;0.0;0.0;0.0;0.0;2.5;2.5;0.0;0.0;0.0;0.0
bittersweet;19.458333333333336;13.958333333333334;15.0;16.833333333333332;16.833333333333336;17.666666666666664;14.333333333333332;14.958333333333332;15.791666666666666;15.791666666666666;13.291666666666666;12.041666666666666;10.166666666666666;10.5;11.0;11.333333333333334;10.500000000000002
surreal;3.75;9.791666666666668;13.958333333333334;14.25;11.333333333333334;12.166666666666666;12.166666666666666;12.166666666666666;9.666666666666666;9.666666666666666;7.166666666666666;8.416666666666666;8.416666666666666;7.916666666666667;8.416666666666666;9.166666666666666;5.416666666666666
longing;9.041666666666666;6.875;1.6666666666666667;6.833333333333333;4.75;4.75;4.75;4.75;4.75;4.75;4.75;4.75;5.375;4.875;5.375;4.875;2.375
progressive;1.6666666666666667;2.9166666666666665;0.625;4.875;2.375;2.375;3.625;3.625;3.625;3.625;6.125;4.875;4.875;4.875;4.875;4.875;4.875
nocturnal;1.6666666666666667;5.208333333333333;10.500000000000002;5.416666666666667;4.583333333333333;4.583333333333333;5.833333333333333;4.583333333333333;3.75;3.75;3.75;5.0;5.0;5.0;6.458333333333333;5.208333333333333;6.458333333333333
concept album;0.8333333333333334;0.8333333333333334;4.583333333333334;6.541666666666666;5.708333333333333;5.708333333333333;4.875;6.75;7.583333333333333;7.583333333333333;7.583333333333334;7.583333333333334;7.583333333333334;9.666666666666668;9.041666666666666;9.041666666666666;10.291666666666668
hypnotic;0.8333333333333334;3.9583333333333335;3.2083333333333335;3.3333333333333335;3.125;3.125;3.125;3.125;4.375;4.375;4.375;4.375;4.375;1.875;2.7083333333333335;2.7083333333333335;2.7083333333333335
repetitive;0.8333333333333334;6.25;6.75;0.0;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;2.5;3.75
wall of sound;3.3333333333333335;0.0;0.0;0.0;1.875;1.875;1.875;1.875;1.875;1.875;1.875;1.875;1.875;1.875;1.875;1.875;1.875
sentimental;2.375;2.291666666666667;2.5;3.416666666666667;1.3333333333333335;1.3333333333333335;0.5;1.125;1.125;1.125;1.125;1.125;1.125;0.625;0.5;0.0;2.5
lgbt;0.625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
ethereal;0.9166666666666667;1.4583333333333335;0.625;0.0;0.625;0.625;0.625;0.625;0.625;0.625;0.625;0.625;1.25;1.25;1.875;2.7083333333333335;4.375
